"SpeciesLatinName","GestationTimeInYears","averagedMaturity.yrs","maxAge"
"Neoromicia somalicus",NA,NA,NA
"Neoromicia tenuipinnis",NA,NA,NA
"Neoromicia zuluensis",NA,NA,NA
"Neotetracus sinensis",NA,NA,NA
"Neotoma angustapalata",NA,NA,NA
"Neotoma anthonyi",NA,NA,NA
"Neotoma bryanti",NA,NA,NA
"Neotoma bunkeri",NA,NA,NA
"Neotoma chrysomelas",NA,NA,NA
"Neotoma devia",NA,NA,NA
"Neotoma fuscipes",0.090986301369863,NA,NA
"Neotoma goldmani",NA,NA,NA
"Neotoma leucodon",NA,NA,NA
"Neotoma macrotis",NA,NA,NA
"Neotoma magister",0.0915890410958904,NA,NA
"Neotoma martinensis",NA,NA,NA
"Neotoma mexicana",0.090986301369863,0.163890410958904,NA
"Nyctophilus nebulosus",NA,NA,NA
"Nyctophilus timoriensis",NA,NA,NA
"Nyctophilus walkeri",NA,NA,NA
"Ochotona argentata",NA,NA,NA
"Ochotona cansus",0.0670958904109589,1.13380821917808,5
"Ochotona curzoniae",0.0616438356164384,NA,NA
"Ochotona erythrotis",NA,NA,NA
"Ochotona forresti",NA,NA,NA
"Ochotona gaoligongensis",NA,NA,NA
"Ochotona gloveri",NA,NA,NA
"Ochotona himalayana",NA,NA,NA
"Ochotona hoffmanni",NA,NA,NA
"Ochotona huangensis",NA,NA,NA
"Ochotona iliensis",NA,NA,NA
"Ochotona koslowi",NA,NA,NA
"Ochotona ladacensis",NA,NA,NA
"Ochotona macrotis",NA,1.01706849315069,NA
"Ochotona muliensis",NA,NA,NA
"Ochotona nigritia",NA,NA,NA
"Ochotona nubrica",NA,NA,NA
"Ochotona roylei",NA,0.919205479452055,NA
"Pelomys campanae",NA,NA,NA
"Pelomys fallax",NA,NA,NA
"Pelomys hopkinsi",NA,NA,NA
"Pelomys isseli",NA,NA,NA
"Pelomys minor",NA,NA,NA
"Pentalagus furnessi",NA,NA,NA
"Oecomys concolor",NA,0.254246575342466,NA
"Oecomys flavicans",NA,NA,NA
"Oecomys mamorae",NA,NA,NA
"Oecomys paricola",NA,NA,NA
"Oecomys phaeotis",NA,NA,NA
"Oecomys rex",NA,NA,NA
"Oecomys roberti",NA,NA,NA
"Oecomys rutilus",NA,NA,NA
"Oecomys speciosus",NA,NA,NA
"Oecomys superans",NA,NA,NA
"Oecomys trinitatis",NA,NA,NA
"Oenomys hypoxanthus",NA,0.320438356164384,NA
"Oenomys ornatus",NA,NA,NA
"Olallamys albicauda",NA,NA,NA
"Olallamys edax",NA,NA,NA
"Oligoryzomys andinus",NA,NA,NA
"Oligoryzomys arenalis",NA,NA,NA
"Oligoryzomys brendae",NA,NA,NA
"Oligoryzomys chacoensis",NA,NA,NA
"Oligoryzomys delticola",NA,NA,NA
"Oligoryzomys destructor",NA,NA,NA
"Oligoryzomys eliurus",NA,NA,NA
"Oligoryzomys flavescens",NA,NA,NA
"Oligoryzomys fornesi",NA,NA,NA
"Oligoryzomys fulvescens",NA,NA,NA
"Oligoryzomys griseolus",NA,NA,NA
"Oligoryzomys longicaudatus",NA,0.075945205479452,NA
"Oligoryzomys magellanicus",NA,NA,NA
"Oligoryzomys microtis",NA,NA,NA
"Oligoryzomys nigripes",NA,0.129835616438356,NA
"Oligoryzomys stramineus",NA,NA,NA
"Oligoryzomys vegetus",NA,NA,NA
"Oligoryzomys victus",NA,NA,NA
"Onychogalea lunata",NA,NA,NA
"Onychomys arenicola",NA,NA,NA
"Oryzomys curasoae",NA,NA,NA
"Oryzomys devius",NA,NA,NA
"Oryzomys dimidiatus",NA,NA,NA
"Oryzomys emmonsae",NA,NA,NA
"Oryzomys galapagoensis",NA,NA,1.7
"Oryzomys gorgasi",NA,NA,NA
"Oryzomys hammondi",NA,NA,NA
"Oryzomys keaysi",NA,NA,NA
"Oryzomys lamia",NA,NA,NA
"Oryzomys laticeps",NA,NA,NA
"Oryzomys legatus",NA,NA,NA
"Oryzomys levipes",NA,NA,NA
"Oryzomys macconnelli",NA,NA,NA
"Oryzomys maracajuensis",NA,NA,NA
"Oryzomys marinhus",NA,NA,NA
"Oryzomys megacephalus",0.0747397260273973,0.147534246575342,3.8
"Oryzomys melanotis",NA,NA,NA
"Oryzomys meridensis",NA,NA,NA
"Oryzomys nelsoni",NA,NA,NA
"Oryzomys nitidus",NA,NA,NA
"Oryzomys palustris",0.0677808219178082,0.136767123287671,2.4
"Oryzomys perenensis",NA,NA,NA
"Oryzomys polius",NA,NA,NA
"Oryzomys rhabdops",NA,NA,NA
"Oryzomys rostratus",NA,NA,NA
"Oryzomys russatus",NA,NA,NA
"Oryzomys saturatior",NA,NA,NA
"Oryzomys scotti",NA,NA,NA
"Neotoma nelsoni",NA,NA,NA
"Neotoma palatina",NA,NA,NA
"Neotoma phenax",NA,NA,NA
"Neotoma stephensi",0.0867123287671233,0.888575342465753,NA
"Neotomodon alstoni",0.0747671232876712,0.29213698630137,NA
"Neotomys ebriosus",NA,NA,NA
"Neotragus batesi",0.496547945205479,1.00416438356164,14
"Neovison macrodon",NA,NA,NA
"Nesiotites hidalgo",NA,NA,NA
"Nesiotites similis",NA,NA,NA
"Nesokia bunnii",NA,NA,NA
"Nesokia indica",0.0465753424657534,NA,NA
"Nesolagus netscheri",NA,NA,NA
"Nesolagus timminsi",NA,NA,NA
"Nesomys audeberti",NA,NA,NA
"Nesomys lambertoni",NA,NA,NA
"Nesomys rufus",NA,NA,NA
"Nesophontes edithae",NA,NA,NA
"Nesophontes hypomicrus",NA,NA,NA
"Nesophontes longirostris",NA,NA,NA
"Nesophontes major",NA,NA,NA
"Nesophontes micrus",NA,NA,NA
"Nesophontes paramicrus",NA,NA,NA
"Nesophontes submicrus",NA,NA,NA
"Nesophontes superstes",NA,NA,NA
"Nesophontes zamicrus",NA,NA,NA
"Nesoromys ceramicus",NA,NA,NA
"Nesoryzomys darwini",NA,NA,NA
"Nesoryzomys fernandinae",NA,NA,NA
"Nesoryzomys indefessus",NA,NA,NA
"Nesoryzomys swarthi",NA,NA,NA
"Neusticomys monticolus",NA,NA,NA
"Neusticomys mussoi",NA,NA,NA
"Neusticomys oyapocki",NA,NA,NA
"Neusticomys peruviensis",NA,NA,NA
"Neusticomys venezuelae",NA,NA,NA
"Nilopegamys plumbeus",NA,NA,NA
"Ningaui yvonnae",NA,NA,NA
"Niviventer andersoni",NA,NA,NA
"Niviventer brahma",NA,NA,NA
"Niviventer cameroni",NA,NA,NA
"Niviventer confucianus",NA,NA,NA
"Niviventer coninga",NA,NA,NA
"Niviventer cremoriventer",NA,NA,NA
"Niviventer culturatus",NA,NA,NA
"Niviventer eha",NA,NA,NA
"Niviventer excelsior",NA,NA,NA
"Niviventer fraternus",NA,NA,NA
"Niviventer fulvescens",NA,NA,NA
"Niviventer hinpoon",NA,NA,NA
"Niviventer langbianis",NA,NA,NA
"Niviventer lepturus",NA,NA,NA
"Niviventer niviventer",NA,NA,NA
"Niviventer rapit",NA,NA,NA
"Niviventer tenaster",NA,NA,NA
"Noctilio albiventris",NA,NA,NA
"Nomascus gabriellae",NA,NA,NA
"Nomascus hainanus",NA,NA,NA
"Nomascus siki",NA,NA,NA
"Noronhomys vespuccii",NA,NA,NA
"Notiomys edwardsii",NA,NA,NA
"Notiosorex cockrumi",NA,NA,NA
"Notiosorex crawfordi",NA,NA,1.2
"Notiosorex evotis",NA,NA,NA
"Notiosorex villai",NA,NA,NA
"Notomys amplus",NA,NA,NA
"Notomys cervinus",0.113808219178082,0.501561643835616,NA
"Notomys fuscus",0.0958630136986301,0.222904109589041,NA
"Notomys longicaudatus",NA,NA,NA
"Notomys macrotis",NA,NA,NA
"Notomys mordax",NA,NA,NA
"Notopteris macdonaldi",NA,NA,NA
"Notopteris neocaledonica",NA,NA,NA
"Notoryctes caurinus",NA,NA,NA
"Nyctalus aviator",NA,NA,NA
"Nyctalus azoreum",NA,NA,NA
"Nyctalus furvus",NA,NA,NA
"Nyctalus lasiopterus",NA,NA,NA
"Nyctalus montanus",NA,NA,NA
"Nyctalus plancyi",NA,NA,NA
"Nycteris arge",NA,NA,NA
"Nycteris aurita",NA,NA,NA
"Nycteris gambiensis",NA,NA,NA
"Nycteris grandis",NA,NA,NA
"Nycteris hispida",0.249972602739726,NA,NA
"Nycteris intermedia",NA,NA,NA
"Nycteris javanica",NA,NA,NA
"Nycteris macrotis",0.21427397260274,NA,NA
"Nycteris madagascariensis",NA,NA,NA
"Nycteris major",NA,NA,NA
"Nycteris nana",0.295808219178082,NA,NA
"Nycteris parisii",NA,NA,NA
"Nycteris thebaica",0.314931506849315,NA,NA
"Nycteris tragata",NA,NA,NA
"Nycteris vinsoni",NA,NA,NA
"Nycteris woodi",NA,NA,NA
"Nycticebus bengalensis",NA,NA,NA
"Nycticeinops schlieffeni",0.215424657534247,NA,NA
"Nycticeius aenobarbus",NA,NA,NA
"Nycticeius cubanus",NA,NA,NA
"Nyctiellus lepidus",NA,NA,NA
"Nyctimene aello",NA,NA,NA
"Nyctimene albiventer",NA,NA,NA
"Nyctimene cephalotes",NA,NA,NA
"Nyctimene certans",NA,NA,NA
"Nyctimene cyclotis",NA,NA,NA
"Nyctimene draconilla",NA,NA,NA
"Nyctimene keasti",NA,NA,NA
"Nyctimene major",NA,NA,NA
"Nyctimene malaitensis",NA,NA,NA
"Nyctimene masalai",NA,NA,NA
"Nyctimene minutus",NA,NA,NA
"Nyctimene rabori",0.378520547945205,0.810465753424658,NA
"Nyctimene robinsoni",NA,NA,NA
"Nyctimene sanctacrucis",NA,NA,NA
"Nyctimene vizcaccia",NA,NA,NA
"Nyctinomops aurispinosus",NA,NA,NA
"Nyctinomops femorosaccus",NA,NA,NA
"Nyctinomops laticaudatus",NA,NA,NA
"Nyctinomops macrotis",NA,NA,NA
"Nyctophilus arnhemensis",NA,NA,NA
"Nyctophilus bifax",NA,NA,NA
"Nyctophilus geoffroyi",NA,NA,NA
"Nyctophilus gouldi",0.0628493150684932,0.895369863013699,NA
"Nyctophilus heran",NA,NA,NA
"Nyctophilus howensis",NA,NA,NA
"Nyctophilus microdon",NA,NA,NA
"Nyctophilus microtis",NA,NA,NA
"Ochotona rutila",NA,1.03443835616438,NA
"Ochotona thibetana",NA,NA,NA
"Ochotona thomasi",NA,NA,NA
"Ochotona turuchanensis",NA,NA,NA
"Octodon bridgesi",NA,NA,NA
"Octodon lunatus",NA,NA,NA
"Octodon pacificus",NA,NA,NA
"Octomys mimax",NA,NA,NA
"Oecomys auyantepui",NA,NA,NA
"Oecomys bicolor",NA,0.254246575342466,NA
"Oecomys catherinae",NA,NA,NA
"Oecomys cleberi",NA,NA,NA
"Oreonax flavicauda",0.616438356164384,4.6127397260274,NA
"Orthogeomys cavator",NA,NA,NA
"Orthogeomys cherriei",NA,NA,NA
"Orthogeomys cuniculus",NA,NA,NA
"Orthogeomys dariensis",NA,NA,NA
"Orthogeomys grandis",NA,NA,NA
"Orthogeomys heterodus",NA,NA,NA
"Orthogeomys hispidus",NA,NA,NA
"Orthogeomys lanius",NA,NA,NA
"Orthogeomys matagalpae",NA,NA,NA
"Orthogeomys thaeleri",NA,NA,NA
"Orthogeomys underwoodi",NA,NA,NA
"Oryx beisa",NA,NA,20
"Oryzomys albigularis",NA,NA,NA
"Oryzomys alfaroi",NA,NA,NA
"Oryzomys angouya",NA,NA,NA
"Oryzomys auriventer",NA,NA,NA
"Oryzomys balneator",NA,NA,NA
"Oryzomys bolivaris",NA,NA,NA
"Oryzomys caracolus",NA,NA,NA
"Oryzomys chapmani",NA,NA,NA
"Oryzomys couesi",NA,NA,NA
"Oryzomys seuanezi",NA,NA,NA
"Oryzomys subflavus",NA,NA,NA
"Oryzomys talamancae",NA,NA,NA
"Oryzomys tatei",NA,NA,NA
"Oryzomys xanthaeolus",NA,NA,NA
"Oryzomys yunganus",NA,NA,NA
"Oryzorictes hova",NA,NA,NA
"Oryzorictes tetradactylus",NA,NA,NA
"Osgoodomys banderanus",NA,NA,NA
"Otolemur monteiri",NA,NA,NA
"Otomops formosus",NA,NA,NA
"Otomops johnstonei",NA,NA,NA
"Otomops madagascariensis",NA,NA,NA
"Otomops martiensseni",0.253534246575342,1.01706849315069,NA
"Otomops papuensis",NA,NA,NA
"Otomops secundus",NA,NA,NA
"Otomops wroughtoni",NA,NA,NA
"Otomys anchietae",NA,NA,NA
"Otomys angoniensis",NA,0.164,NA
"Otomys barbouri",NA,NA,NA
"Otomys burtoni",NA,NA,NA
"Otomys cuanzensis",NA,NA,NA
"Otomys dartmouthi",NA,NA,NA
"Otomys denti",NA,NA,NA
"Otomys dollmani",NA,NA,NA
"Otomys jacksoni",NA,NA,NA
"Otomys lacustris",NA,NA,NA
"Otomys laminatus",NA,NA,NA
"Otomys maximus",NA,NA,NA
"Otomys occidentalis",NA,NA,NA
"Otomys orestes",NA,NA,NA
"Otomys saundersiae",NA,NA,NA
"Otomys tropicalis",NA,NA,NA
"Otomys typus",NA,0.249972602739726,NA
"Otomys uzungwensis",NA,NA,NA
"Otonycteris hemprichii",NA,NA,NA
"Otonyctomys hatti",NA,NA,NA
"Otopteropus cartilagonodus",NA,NA,NA
"Ototylomys phyllotis",0.144493150684932,0.0772054794520548,NA
"Ovis nivicola",NA,2.30635616438356,NA
"Oxymycterus akodontius",NA,NA,NA
"Oxymycterus amazonicus",NA,NA,NA
"Oxymycterus angularis",NA,NA,NA
"Oxymycterus caparoae",NA,NA,NA
"Oxymycterus dasytrichus",NA,NA,NA
"Oxymycterus delator",NA,NA,NA
"Oxymycterus hiska",NA,NA,NA
"Oxymycterus hispidus",NA,NA,NA
"Oxymycterus hucucha",NA,NA,NA
"Oxymycterus inca",NA,NA,NA
"Oxymycterus josei",NA,NA,NA
"Oxymycterus nasutus",NA,NA,NA
"Oxymycterus paramensis",NA,NA,NA
"Oxymycterus quaestor",NA,NA,NA
"Oxymycterus roberti",NA,NA,NA
"Oxymycterus rufus",NA,0.248657534246575,2.6
"Palawanomys furvus",NA,NA,NA
"Phocoena dioptrica",NA,NA,NA
"Phocoena sinus",NA,NA,NA
"Phocoena spinipinnis",NA,NA,NA
"Phoniscus aerosa",NA,NA,NA
"Phoniscus atrox",NA,NA,NA
"Phoniscus jagorii",0.342849315068493,NA,NA
"Phoniscus papuensis",NA,NA,NA
"Phylloderma stenops",NA,NA,NA
"Phyllomys blainvillii",NA,NA,NA
"Phyllomys brasiliensis",NA,NA,NA
"Phyllomys dasythrix",NA,NA,NA
"Pantholops hodgsonii",0.583315068493151,NA,NA
"Papagomys armandvillei",NA,NA,NA
"Papagomys theodorverhoeveni",NA,NA,NA
"Papio anubis",0.490301369863014,NA,25.2
"Papio cynocephalus",0.473945205479452,7.01523287671233,45
"Papio papio",0.505260273972603,NA,40
"Papio ursinus",0.509369863013699,4.22835616438356,45
"Pappogeomys alcorni",NA,NA,NA
"Pappogeomys bulleri",NA,NA,NA
"Paracoelops megalotis",NA,NA,NA
"Paracrocidura graueri",NA,NA,NA
"Paracrocidura maxima",NA,NA,NA
"Paracrocidura schoutedeni",NA,NA,NA
"Paracynictis selousi",NA,NA,NA
"Paradipus ctenodactylus",NA,NA,NA
"Paradoxurus jerdoni",NA,NA,12
"Paradoxurus zeylonensis",NA,NA,NA
"Paraechinus micropus",0.101369863013699,NA,NA
"Paraechinus nudiventris",NA,NA,NA
"Parahydromys asper",NA,NA,NA
"Paraleptomys rufilatus",NA,NA,NA
"Paraleptomys wilhelmina",NA,NA,NA
"Paralomys gerbillus",NA,NA,NA
"Paramelomys gressitti",NA,NA,NA
"Paramelomys levipes",NA,NA,NA
"Paramelomys lorentzii",NA,NA,NA
"Paramelomys mollis",NA,NA,NA
"Paramelomys moncktoni",NA,0.455671232876712,NA
"Paramelomys naso",NA,NA,NA
"Paramelomys platyops",NA,NA,NA
"Paramelomys rubex",NA,NA,NA
"Paramelomys steini",NA,NA,NA
"Paramurexia rothschildi",NA,NA,NA
"Paranyctimene raptor",NA,NA,NA
"Paranyctimene tenax",NA,NA,NA
"Parascaptor leucura",NA,NA,NA
"Paraxerus alexandri",NA,NA,NA
"Paraxerus boehmi",NA,NA,NA
"Paraxerus cooperi",NA,NA,NA
"Paraxerus flavovittis",NA,NA,NA
"Paraxerus lucifer",NA,NA,NA
"Paraxerus ochraceus",NA,NA,NA
"Paraxerus palliatus",0.169890410958904,NA,NA
"Paraxerus vexillarius",NA,NA,NA
"Paraxerus vincenti",NA,NA,NA
"Parotomys brantsii",0.102904109589041,0.108712328767123,NA
"Parotomys littledalei",NA,NA,NA
"Paruromys dominator",NA,NA,NA
"Paulamys naso",NA,NA,NA
"Pearsonomys annectens",NA,NA,NA
"Pedetes surdaster",NA,NA,NA
"Penthetor lucasi",NA,NA,NA
"Perameles eremiana",NA,NA,NA
"Perognathus alticolus",NA,NA,NA
"Perognathus fasciatus",0.0816438356164384,NA,NA
"Perognathus inornatus",NA,NA,NA
"Peromyscus attwateri",NA,NA,1.5
"Peromyscus aztecus",NA,NA,NA
"Peromyscus beatae",NA,NA,NA
"Peromyscus boylii",0.0638356164383562,0.155260273972603,1.5
"Peromyscus bullatus",NA,NA,NA
"Peromyscus caniceps",NA,NA,NA
"Peromyscus dickeyi",NA,NA,NA
"Peromyscus difficilis",NA,NA,NA
"Peromyscus eva",NA,NA,NA
"Peromyscus fraterculus",NA,NA,NA
"Peromyscus furvus",NA,NA,NA
"Peromyscus gossypinus",0.063013698630137,0.135835616438356,1.3
"Peromyscus grandis",NA,NA,NA
"Peromyscus gratus",NA,NA,NA
"Peromyscus guardia",NA,NA,NA
"Peromyscus gymnotis",NA,NA,NA
"Peromyscus hooperi",0.0917808219178082,0.214328767123288,NA
"Peromyscus hylocetes",NA,NA,NA
"Peromyscus interparietalis",NA,NA,NA
"Peromyscus keeni",NA,NA,NA
"Peromyscus levipes",NA,NA,NA
"Pteronotus parnellii",0.295808219178082,NA,NA
"Pteronotus personatus",NA,NA,NA
"Pteronotus pristinus",NA,NA,NA
"Pteronotus quadridens",0.428575342465753,NA,NA
"Pteropus admiralitatum",NA,NA,NA
"Pteropus aldabrensis",NA,NA,NA
"Pteropus anetianus",NA,NA,NA
"Pteropus aruensis",NA,NA,NA
"Pteropus banakrisi",NA,NA,NA
"Pteropus brunneus",NA,NA,NA
"Pteropus caniceps",NA,NA,NA
"Pteropus capistratus",NA,NA,NA
"Peromyscus madrensis",NA,NA,NA
"Peromyscus mayensis",NA,NA,NA
"Peromyscus megalops",NA,0.148465753424658,NA
"Peromyscus mekisturus",NA,NA,NA
"Peromyscus melanocarpus",0.0832602739726027,0.250520547945205,NA
"Peromyscus melanophrys",0.0676712328767123,NA,NA
"Peromyscus melanotis",0.0685205479452055,NA,NA
"Peromyscus melanurus",NA,NA,NA
"Peromyscus merriami",NA,NA,NA
"Peromyscus mexicanus",0.0827123287671233,0.145315068493151,NA
"Peromyscus nasutus",NA,NA,NA
"Peromyscus ochraventer",NA,NA,NA
"Peromyscus pectoralis",0.063013698630137,NA,NA
"Peromyscus pembertoni",NA,NA,NA
"Peromyscus perfulvus",0.118465753424658,NA,NA
"Peromyscus polius",NA,NA,NA
"Peromyscus pseudocrinitus",NA,NA,NA
"Peromyscus sagax",NA,NA,NA
"Peromyscus sejugis",NA,NA,NA
"Peromyscus simulus",NA,NA,NA
"Peromyscus slevini",NA,NA,NA
"Peromyscus spicilegus",NA,NA,NA
"Peromyscus stephani",NA,NA,NA
"Peromyscus stirtoni",NA,NA,NA
"Peromyscus winkelmanni",NA,NA,NA
"Peromyscus yucatanicus",0.0843835616438356,0.135205479452055,NA
"Peromyscus zarhynchus",NA,NA,NA
"Peropteryx kappleri",0.377972602739726,NA,NA
"Peropteryx leucoptera",NA,NA,NA
"Peropteryx macrotis",0.354164383561644,NA,NA
"Peropteryx trinitatis",NA,NA,NA
"Peroryctes broadbenti",0.0328767123287671,NA,NA
"Petaurillus emiliae",NA,NA,NA
"Petaurillus hosei",NA,NA,NA
"Petaurillus kinlochii",NA,NA,NA
"Petaurista elegans",NA,NA,NA
"Petaurista nobilis",NA,NA,NA
"Petaurista xanthotis",NA,NA,NA
"Petaurus abidi",NA,NA,NA
"Petaurus biacensis",NA,NA,NA
"Petaurus gracilis",NA,NA,NA
"Petinomys crinitus",NA,NA,NA
"Petinomys fuscocapillus",NA,NA,NA
"Petinomys genibarbis",NA,NA,NA
"Petinomys hageni",NA,NA,NA
"Petinomys lugens",NA,NA,NA
"Petinomys mindanensis",NA,NA,NA
"Petinomys sagitta",NA,NA,NA
"Petinomys setosus",NA,NA,NA
"Petinomys vordermanni",NA,NA,NA
"Petrogale burbidgei",NA,NA,NA
"Petrogale coenensis",NA,NA,NA
"Petrogale godmani",NA,NA,NA
"Petrogale herberti",NA,NA,NA
"Petrogale inornata",0.0849041095890411,1.67742465753425,NA
"Petrogale mareeba",NA,NA,NA
"Petrogale persephone",0.0876712328767123,2.12164383561644,NA
"Petrogale purpureicollis",NA,NA,NA
"Petrogale rothschildi",NA,NA,NA
"Petrogale sharmani",NA,NA,NA
"Petromyscus barbouri",NA,NA,NA
"Petromyscus collinus",NA,NA,NA
"Petromyscus monticularis",NA,NA,NA
"Petromyscus shortridgei",NA,NA,NA
"Petropseudes dahli",NA,NA,NA
"Phacochoerus aethiopicus",0.453150684931507,1.72909589041096,18.8
"Phaenomys ferrugineus",NA,NA,NA
"Phaiomys leucurus",NA,NA,NA
"Phalanger alexandrae",NA,NA,NA
"Phalanger carmelitae",NA,NA,NA
"Phalanger intercastellanus",NA,NA,NA
"Phalanger lullulae",NA,NA,NA
"Phalanger matabiru",NA,NA,NA
"Phalanger matanim",NA,NA,NA
"Phalanger mimicus",NA,NA,NA
"Phalanger ornatus",NA,NA,NA
"Phalanger rothschildi",NA,NA,NA
"Phalanger sericeus",NA,NA,NA
"Phalanger vestitus",NA,NA,NA
"Phaner electromontis",NA,NA,NA
"Phaner pallescens",NA,NA,NA
"Phaner parienti",NA,NA,NA
"Pharotis imogene",NA,NA,NA
"Phascolosorex doriae",NA,NA,NA
"Phascolosorex dorsalis",NA,NA,NA
"Phascomurexia naso",NA,1.02509589041096,NA
"Philander frenatus",NA,NA,NA
"Philander mcilhennyi",NA,NA,2.3
"Philetor brachypterus",NA,NA,NA
"Phyllomys kerri",NA,NA,NA
"Phyllomys lamarum",NA,NA,NA
"Phyllomys lundi",NA,NA,NA
"Phyllomys mantiqueirensis",NA,NA,NA
"Phyllomys medius",NA,NA,NA
"Phyllomys nigrispinus",NA,NA,NA
"Phyllomys pattoni",NA,NA,NA
"Phyllomys thomasi",NA,NA,NA
"Phyllomys unicolor",NA,NA,NA
"Phyllonycteris aphylla",NA,NA,NA
"Phyllonycteris major",NA,NA,NA
"Phyllonycteris poeyi",NA,NA,NA
"Phyllops falcatus",NA,NA,NA
"Phyllostomus elongatus",NA,NA,NA
"Procyon pygmaeus",NA,NA,NA
"Proechimys canicollis",NA,NA,NA
"Proechimys chrysaeolus",NA,NA,NA
"Proechimys cuvieri",NA,NA,NA
"Proechimys decumanus",NA,NA,NA
"Proechimys echinothrix",NA,NA,NA
"Proechimys gardneri",NA,NA,NA
"Proechimys goeldii",NA,NA,NA
"Proechimys hoplomyoides",NA,NA,NA
"Proechimys kulinae",NA,NA,NA
"Proechimys longicaudatus",NA,NA,NA
"Proechimys magdalenae",NA,NA,NA
"Proechimys mincae",NA,NA,NA
"Proechimys oconnelli",NA,NA,NA
"Proechimys pattoni",NA,NA,NA
"Proechimys poliopus",NA,NA,NA
"Proechimys quadruplicatus",NA,NA,NA
"Proechimys roberti",NA,NA,NA
"Proechimys simonsi",NA,NA,NA
"Proechimys steerei",NA,NA,NA
"Proechimys trinitatus",NA,NA,NA
"Proechimys urichi",NA,NA,NA
"Proedromys bedfordi",NA,NA,NA
"Prolagus sardus",NA,NA,NA
"Prometheomys schaposchnikowi",NA,NA,NA
"Promops centralis",NA,NA,NA
"Promops nasutus",NA,NA,NA
"Pronolagus crassicaudatus",NA,NA,NA
"Pronolagus randensis",NA,NA,NA
"Pronolagus rupestris",NA,NA,NA
"Propithecus deckenii",NA,NA,NA
"Propithecus edwardsi",NA,NA,NA
"Propithecus perrieri",NA,NA,NA
"Prosciurillus abstrusus",NA,NA,NA
"Prosciurillus leucomus",NA,NA,NA
"Prosciurillus murinus",NA,NA,NA
"Prosciurillus rosenbergii",NA,NA,NA
"Prosciurillus weberi",NA,NA,NA
"Phyllostomus latifolius",NA,NA,NA
"Phyllotis amicus",NA,NA,NA
"Phyllotis andium",NA,NA,NA
"Phyllotis bonariensis",NA,NA,NA
"Phyllotis caprinus",NA,NA,NA
"Ptenochirus jagori",0.342849315068493,0.689616438356164,8
"Ptenochirus minor",NA,NA,NA
"Pteralopex acrodonta",NA,NA,NA
"Pteralopex anceps",NA,NA,NA
"Pteralopex atrata",NA,NA,NA
"Pteralopex pulchra",NA,NA,NA
"Pteralopex taki",NA,NA,NA
"Pteromyscus pulverulentus",NA,NA,NA
"Pteronotus davyi",NA,NA,NA
"Pteronotus gymnonotus",NA,NA,NA
"Pteronotus macleayii",NA,NA,NA
"Pteropus chrysoproctus",NA,NA,NA
"Pteropus cognatus",NA,NA,NA
"Pteropus faunulus",NA,NA,NA
"Pteropus fundatus",NA,NA,NA
"Pteropus gilliardorum",NA,NA,NA
"Pteropus griseus",NA,NA,NA
"Rhogeessa io",NA,NA,NA
"Rhogeessa minutilla",NA,NA,NA
"Rhogeessa mira",NA,NA,NA
"Rhogeessa parvula",NA,NA,NA
"Rhogeessa tumida",NA,NA,NA
"Rhynchocyon petersi",NA,NA,NA
"Rhynchogale melleri",NA,NA,NA
"Rhyncholestes raphanurus",NA,NA,NA
"Rhynchomeles prattorum",NA,NA,NA
"Rhynchomys isarogensis",NA,NA,NA
"Rhynchomys soricoides",NA,NA,NA
"Romerolagus diazi",0.107561643835616,0.493643835616438,NA
"Rousettus amplexicaudatus",0.277753424657534,0.708630136986301,NA
"Sorex mirabilis",NA,0.932301369863014,NA
"Sorex nanus",NA,NA,NA
"Sorex neomexicanus",NA,NA,NA
"Sorex oreopolus",NA,NA,NA
"Sorex orizabae",NA,NA,NA
"Sorex pacificus",NA,NA,NA
"Phyllotis definitus",NA,NA,NA
"Phyllotis haggardi",NA,NA,NA
"Phyllotis limatus",NA,NA,NA
"Phyllotis magister",NA,NA,NA
"Phyllotis osgoodi",NA,NA,NA
"Phyllotis osilae",NA,NA,NA
"Phyllotis wolffsohni",NA,NA,NA
"Phyllotis xanthopygus",NA,NA,NA
"Physeter catodon",1.29586301369863,10.7809315068493,77
"Piliocolobus badius",0.414821917808219,4.03616438356164,NA
"Piliocolobus foai",NA,NA,NA
"Piliocolobus gordonorum",NA,NA,NA
"Pseudopotto martini",NA,NA,NA
"Pseudoryx nghetinhensis",NA,2.06890410958904,NA
"Pseudoryzomys simplex",NA,NA,NA
"Pteropus howensis",NA,NA,NA
"Pteropus insularis",NA,NA,NA
"Piliocolobus kirkii",0.452054794520548,NA,NA
"Piliocolobus pennantii",NA,NA,NA
"Piliocolobus preussi",0.534246575342466,NA,NA
"Piliocolobus rufomitratus",0.534246575342466,NA,NA
"Piliocolobus tephrosceles",NA,NA,NA
"Piliocolobus tholloni",NA,NA,NA
"Pipanacoctomys aureus",NA,NA,NA
"Pipistrellus abramus",NA,NA,NA
"Pipistrellus adamsi",NA,NA,NA
"Pipistrellus aero",NA,NA,NA
"Pipistrellus angulatus",NA,NA,NA
"Pipistrellus ceylonicus",0.143342465753425,0.768657534246575,NA
"Pipistrellus collinus",NA,NA,NA
"Pipistrellus coromandra",NA,NA,NA
"Pipistrellus deserti",NA,NA,NA
"Pipistrellus endoi",NA,NA,NA
"Pipistrellus hesperidus",NA,NA,NA
"Pipistrellus hesperus",NA,NA,6.1
