CpG_Site,Coefficient,Mean_Beta_Value,Predictor
cg09123721,-6.5877e-4,0.428222894,N.CDase
cg06500161,0.006976374,0.486511073,N.CDase
cg14574843,-0.008777478,0.499367407,N.CDase
cg02872767,0.010502809,0,N.CDase
cg16435686,-0.120908679,0,N.CDase
cg18438850,-0.010631917,0,N.CDase
cg26498247,-0.004490831,0.530972652,N.CDase
cg17638213,6.72334e-4,0.564061603,N.CDase
cg22850451,0.003563805,0.595670891,N.CDase
cg03403093,0.017045724,0.625803842,N.CDase
cg19750657,4.25577e-4,0.62696764,N.CDase
cg09744397,0.006531842,0.643522164,N.CDase
cg02828514,-0.025596345,0.65779758,N.CDase
cg21865751,0.003170766,0.699080637,N.CDase
cg02021641,4.55441e-4,0.726179679,N.CDase
cg26852894,-0.009372688,0.741873735,N.CDase
cg05595088,0.036698936,0.761017105,N.CDase
cg22645355,0.128602126,0.777824109,N.CDase
cg13941982,0.011464681,0.820885844,N.CDase
cg08977014,2.13123e-4,0.836526196,N.CDase
cg18160150,-0.01643547,0.865661411,N.CDase
cg24545602,-0.0218968,0.873076307,N.CDase
cg09792343,-0.010351451,0.879533906,N.CDase
cg03510477,0.005936408,0.886907694,N.CDase
cg21294209,-4.60921e-4,0.020361486,NCAM-120
cg10913726,0.002938815,0.022310585,NCAM-120
cg16517114,0.009188261,0.023859812,NCAM-120
cg14447887,8.03051e-4,0.025659428,NCAM-120
cg01414289,9.64077e-4,0.026044418,NCAM-120
cg25160286,6.39664e-4,0.028284631,NCAM-120
cg16895254,-0.019637834,0.02884951,NCAM-120
cg09509863,-4.51254e-4,0.028862734,NCAM-120
cg21877855,-0.016789862,0.032810352,NCAM-120
cg10607899,0.016295384,0.033304697,NCAM-120
cg23125542,-0.006111646,0.035571595,NCAM-120
cg26567801,-8.97299e-4,0.036345253,NCAM-120
cg19376709,0.005214332,0.038581684,NCAM-120
cg09391093,-0.01896293,0.039691176,NCAM-120
cg08327690,-0.004817024,0.040116988,NCAM-120
cg24655899,-7.21306e-4,0.040779733,NCAM-120
cg20840680,-0.001887201,0.040996508,NCAM-120
cg11746037,0.004601196,0.041498769,NCAM-120
cg26187876,-0.00997023,0.042633518,NCAM-120
cg25730138,-2.48302e-4,0.044717383,NCAM-120
cg00491616,-1.38782e-4,0.045494384,NCAM-120
cg07190917,-0.005006243,0.045965589,NCAM-120
cg06539804,-0.012175995,0.046353995,NCAM-120
cg07304343,0.002414081,0.048214372,NCAM-120
cg03407666,0.004710727,0.053483219,NCAM-120
cg18836267,-0.010044333,0.053975122,NCAM-120
cg21368354,-0.004629464,0.055552271,NCAM-120
cg25770698,0.006364113,0.056457879,NCAM-120
cg24521633,0.007674793,0.056811422,NCAM-120
cg05035892,0.001891455,0.060280719,NCAM-120
cg27483261,-0.00498621,0.064595454,NCAM-120
cg02735762,0.002740892,0.064617776,NCAM-120
cg02650017,0.026674909,0.068960708,NCAM-120
cg00422488,0.001087299,0.068967945,NCAM-120
cg19950069,0.004415539,0.074113242,NCAM-120
cg16611654,0.001643063,0.079418566,NCAM-120
cg25697152,-0.030244024,0.086405551,NCAM-120
cg02553070,0.008908336,0.091674742,NCAM-120
cg20000562,0.007090116,0.096535197,NCAM-120
cg20035980,0.013967889,0.103421082,NCAM-120
cg13396858,8.16898e-4,0.105692167,NCAM-120
cg06972911,-0.002838898,0.107616309,NCAM-120
cg10814005,0.005473133,0.10937363,NCAM-120
cg23003085,0.001989996,0.120191686,NCAM-120
cg21584422,-0.003633643,0.142493176,NCAM-120
cg02650401,0.012072676,0.160104712,NCAM-120
cg02711608,0.03152585,0.160429672,NCAM-120
cg21467614,0.007060913,0.160541663,NCAM-120
cg21152671,0.004090615,0.165547006,NCAM-120
cg10636246,0.002575439,0.180374173,NCAM-120
cg14834850,0.007574197,0.208510899,NCAM-120
cg16963852,0.011549062,0.226448477,NCAM-120
cg03586820,-0.009632685,0.266440772,NCAM-120
cg19579183,-0.003342145,0.269244619,NCAM-120
cg17372223,0.006842082,0.28143799,NCAM-120
cg10308785,0.031664792,0.289266564,NCAM-120
cg07504977,-0.034293932,0.306406061,NCAM-120
cg27386529,0.017671205,0.312801745,NCAM-120
cg06197616,0.00166111,0.375470019,NCAM-120
cg15367212,-0.001304309,0.39220786,NCAM-120
cg07133629,0.004785217,0.39616222,NCAM-120
cg01422467,0.013343479,0.426917236,NCAM-120
cg20329047,0.003994353,0.443902986,NCAM-120
cg06020978,0.01498638,0.444204566,NCAM-120
cg07434457,0.015526304,0.462545016,NCAM-120
cg23256579,-0.021467742,0.48137423,NCAM-120
cg10550416,-0.014806639,0.491116694,NCAM-120
cg14476101,0.03977938,0.506141446,NCAM-120
cg21566642,0.081429102,0.555344532,NCAM-120
cg23717187,0.005363624,0.557350895,NCAM-120
cg16238336,0.001487725,0.572591524,NCAM-120
cg26413708,0.013976028,0.572946071,NCAM-120
cg12992827,0.003162396,0.60170191,NCAM-120
cg27524944,-5.31661e-4,0.609137975,NCAM-120
cg03503785,0.02554031,0.610189266,NCAM-120
cg03326252,0.001587937,0.629301096,NCAM-120
cg02907402,-0.013607568,0.63003946,NCAM-120
cg01566552,0.013025167,0.633921819,NCAM-120
cg17245405,0.023557514,0.646794504,NCAM-120
cg12559228,0.009160858,0.648754544,NCAM-120
cg00362322,0.004952193,0.649682131,NCAM-120
cg00238353,-0.008306857,0.650995663,NCAM-120
cg03172931,-0.021945219,0.655892833,NCAM-120
cg17252489,0.006538485,0.691360584,NCAM-120
cg11197664,-0.024195054,0.69606844,NCAM-120
cg04407417,-0.022357412,0.69834741,NCAM-120
cg00420347,-0.044265717,0.701689613,NCAM-120
cg18221580,-0.01075522,0.70278216,NCAM-120
cg22176018,-0.003947447,0.707020392,NCAM-120
cg15875607,-0.009509278,0.717642939,NCAM-120
cg25665606,-0.009795389,0.723023196,NCAM-120
cg16130238,-0.008248036,0.742146424,NCAM-120
cg26407309,-0.013616476,0.743070849,NCAM-120
cg13797402,0.002290367,0.745831295,NCAM-120
cg06690548,0.050510394,0.74974841,NCAM-120
cg01558401,-0.007103074,0.756750394,NCAM-120
cg12898868,0.002745742,0.758254007,NCAM-120
cg15333769,-0.007008214,0.76233765,NCAM-120
cg24833065,-0.01187095,0.767462201,NCAM-120
cg01510051,-0.004191499,0.770141775,NCAM-120
cg11263852,0.026057106,0.770960603,NCAM-120
cg01008495,-0.003200281,0.771083937,NCAM-120
cg11547667,-0.002226647,0.773358388,NCAM-120
cg07752820,-0.007046689,0.774723228,NCAM-120
cg04736911,0.001220751,0.78712116,NCAM-120
cg01217815,-0.001683635,0.795585047,NCAM-120
cg04376360,0.014351279,0.79842147,NCAM-120
cg15503728,0.002837646,0.803377343,NCAM-120
cg23374312,-0.012101222,0.806162796,NCAM-120
cg22426329,0.009848041,0.821673801,NCAM-120
cg04221738,-0.006073774,0.829507909,NCAM-120
cg11440915,-0.012676262,0.829874636,NCAM-120
cg10967434,0.004209352,0.83107314,NCAM-120
cg17141819,-9.33527e-4,0.836336501,NCAM-120
cg25781963,-6.42e-5,0.850703508,NCAM-120
cg19849478,0.01246487,0.853593646,NCAM-120
cg03505857,0.006071168,0.863031682,NCAM-120
cg06259818,-8.51243e-4,0.87466265,NCAM-120
cg10910666,-0.00271085,0.876402602,NCAM-120
cg14930335,-0.001258851,0.905904054,NCAM-120
cg25559531,-0.016057554,0.938433602,NCAM-120
cg22101147,0.0096427390000000009,0.043603772,NEP
cg22339091,0.00226404,0.045499473,NEP
cg13599477,0.005320992,0.078428691,NEP
cg08288561,0.004710447,0.099033625,NEP
cg00238213,0.007944396,0.16983668,NEP
cg26955383,0.004063024,0.188880337,NEP
cg14753432,-0.001783576,0.219117335,NEP
cg04987734,0.003113175,0.316348088,NEP
cg12103569,0.009684816,0.341951316,NEP
cg10284440,0.013598176,0.372593639,NEP
cg18404041,-0.03091316,0.377736635,NEP
cg22940798,-0.028562793,0.387555087,NEP
cg26663590,0.034314812,0.413678831,NEP
cg20556803,0.008796099,0.423402959,NEP
cg13150925,0.024964396,0.463189755,NEP
cg19404184,-0.00423327,0,NEP
cg20735041,-0.002297768,0,NEP
cg05393861,-0.029939619,0.515339261,NEP
cg17343451,0.031977969,0.521360745,NEP
cg24101283,0.03422035,0.570604211,NEP
cg11645453,0.066051328,0.574173457,NEP
cg26034658,0.002263163,0.620176047,NEP
cg27243685,0.026245518,0.715230602,NEP
cg06690548,-0.106497413,0.74974841,NEP
cg26688212,-0.005863886,0.753303336,NEP
cg19548470,-2.89207e-4,0.765561805,NEP
cg24204878,-0.00584111,0.778957077,NEP
cg16035267,-0.009949193,0.788429151,NEP
cg01301319,-0.001101207,0.794857215,NEP
cg00783409,-0.012549063,0.808089884,NEP
cg07066815,-0.012896192,0.864874756,NEP
cg02720725,0.003505656,0.875599891,NEP
cg23635663,-0.008842838,0.882798946,NEP
cg01369228,-2.09168e-4,0.947760882,NEP
cg13799206,0.008730509,0.024724834,NMNAT1
cg20288518,0.00644615,0.026813259,NMNAT1
cg20855557,0.005611682,0.031388967,NMNAT1
cg11896633,0.004466099,0.038634804,NMNAT1
cg19046253,-0.005785013,0.039821453,NMNAT1
cg08115430,0.04360279,0.044680572,NMNAT1
cg01758899,-0.008919469,0.053506896,NMNAT1
cg21422770,0.031152097,0.067455875,NMNAT1
cg16210842,-0.025066192,0.076030284,NMNAT1
cg18338311,0.00567484,0.091920661,NMNAT1
cg20572816,0.003127002,0.130819046,NMNAT1
cg05219445,0.011311154,0.16032534,NMNAT1
cg21990700,0.004149463,0.184171093,NMNAT1
cg25109663,0.011624604,0.196246168,NMNAT1
cg16931664,-0.005981916,0.236398843,NMNAT1
cg03809021,0.005233475,0.317747213,NMNAT1
cg02883668,0.006802927,0.355429117,NMNAT1
cg21463262,-0.004283001,0.380625696,NMNAT1
cg05211480,-3.77908e-4,0.445084269,NMNAT1
cg26099045,-0.001310099,0.45403207,NMNAT1
cg05552874,0.002242621,0.521873761,NMNAT1
cg02413092,0.002861866,0.525569301,NMNAT1
cg26115667,-0.027695588,0.534396692,NMNAT1
cg09768983,0.003928236,0.554069912,NMNAT1
cg10373741,-0.014829704,0.57431419399999994,NMNAT1
cg26673980,0.049361641,0.6154619,NMNAT1
cg04845319,-0.004264856,0.654696651,NMNAT1
cg00224465,-0.004916546,0.662889087,NMNAT1
cg09516523,-3.68991e-4,0.717129263,NMNAT1
cg19463531,-0.008405074,0.727890799,NMNAT1
cg23367351,-9.13187e-4,0.739837123,NMNAT1
cg00977903,-0.032600427,0.747416228,NMNAT1
cg19856444,-4.95456e-4,0.760969042,NMNAT1
cg13671721,-0.005393527,0.782284757,NMNAT1
cg05070372,-0.004656489,0.785346802,NMNAT1
cg12936779,-0.004117886,0.788820236,NMNAT1
cg02119577,0.036940867,0.79109117,NMNAT1
cg09629169,-0.005777666,0.794650585,NMNAT1
cg13765237,-0.004777483,0.807562609,NMNAT1
cg22788646,-0.017788311,0.820012919,NMNAT1
cg18645035,-0.001049991,0.856479548,NMNAT1
cg10391823,0.003323179,0.862305515,NMNAT1
cg17470198,-0.016633705,0.874049006,NMNAT1
cg15931233,-0.006402554,0.879411679,NMNAT1
cg23159296,-0.001529672,0.02423296,NOTCH1
cg14040358,-0.003822796,0.032446257,NOTCH1
cg25560333,-2.26783e-4,0.03261396,NOTCH1
cg04199473,0.002349049,0.043031553,NOTCH1
cg11614389,-0.017170722,0.043293024,NOTCH1
cg11007423,0.008406043,0.046794208,NOTCH1
cg12039664,-0.005487575,0.052039911,NOTCH1
cg21368354,-0.003011732,0.055552271,NOTCH1
cg08129449,0.010421625,0.059500302,NOTCH1
cg20388732,0.02299988,0.084595171,NOTCH1
cg03725309,0.020986585,0.134930135,NOTCH1
cg02711608,0.001079231,0.160429672,NOTCH1
cg07573985,0.009624097,0.189697758,NOTCH1
cg09349128,0.025380754,0.243665125,NOTCH1
cg27012920,0.009608203,0.33880278,NOTCH1
cg20451986,-0.006324018,0.345192397,NOTCH1
cg03484180,0.012688266,0.405995933,NOTCH1
cg14598846,0.015421858,0.411754699,NOTCH1
cg10768063,-0.009977104,0.464942001,NOTCH1
cg14476101,0.011029959,0.506141446,NOTCH1
cg08884591,0.001695176,0.542017484,NOTCH1
cg27241845,0.003054322,0.558874525,NOTCH1
cg17501210,0.014869371,0.631210325,NOTCH1
cg22255435,-0.013307201,0.699801898,NOTCH1
cg06690548,0.030503418,0.74974841,NOTCH1
cg02474625,0.010922567,0.754984876,NOTCH1
cg08144237,0.023721299,0.763336119,NOTCH1
cg23523711,-0.003984322,0.764946865,NOTCH1
cg02347652,-0.007122866,0.774925627,NOTCH1
cg20070852,-0.009238067,0.860273596,NOTCH1
cg05425936,-8.50137e-4,0.923058172,NOTCH1
cg17173816,-0.005360381,0.947929529,NOTCH1
cg24883607,0.00326865,0.965084355,NOTCH1
cg09253914,0.00409202,0.017629164,NRTK3
cg13206302,0.002051567,0.018799668,NRTK3
cg23690369,-0.009126155,0.020933836,NRTK3
cg16271912,5.0366e-4,0.021009836,NRTK3
cg11138929,-0.013624919,0.025710023,NRTK3
cg19542630,-0.013083033,0.025869255,NRTK3
cg09162056,-0.002933801,0.026248193,NRTK3
cg02570977,0.003257315,0.03123145,NRTK3
cg11178189,0.003315515,0.032107784,NRTK3
cg21701531,-0.002008843,0.032208023,NRTK3
cg10524192,-0.012295295,0.03257417,NRTK3
cg13832045,-0.006080891,0.033561369,NRTK3
cg07023791,0.00676505,0.0345129,NRTK3
cg21051423,0.014089976,0.035215804,NRTK3
cg05834826,-0.025807314,0.035368221,NRTK3
cg22140261,-0.014641097,0.036244765,NRTK3
cg03588039,0.00175218,0.038195121,NRTK3
cg16815379,-0.011060358,0.040096187,NRTK3
cg27480539,-0.001641858,0.040105526,NRTK3
cg26283371,-0.010819863,0.040749235,NRTK3
cg24842967,0.001769715,0.040943707,NRTK3
cg00046913,-0.007282497,0.041587191,NRTK3
cg17097782,0.001231459,0.043676129,NRTK3
cg07130508,0.006289025,0.044163814,NRTK3
cg19111459,-0.001421762,0.044266737,NRTK3
cg26221243,-0.002111031,0.045723498,NRTK3
cg07190917,-0.012728227,0.045965589,NRTK3
cg22716127,0.004333667,0.047467177,NRTK3
cg16419620,-0.005556333,0.048204122,NRTK3
cg21985356,0.018135724,0.049572385,NRTK3
cg04738279,-0.001387079,0.051583535,NRTK3
cg14196756,-0.007217492,0.051723042,NRTK3
cg02590038,-0.002059799,0.052486038,NRTK3
cg00688840,0.01675386,0.053052706,NRTK3
cg01703205,0.017949392,0.053963167,NRTK3
cg18163973,-0.006225994,0.054251154,NRTK3
cg19149898,0.003383467,0.054569705,NRTK3
cg25770698,0.005974984,0.056457879,NRTK3
cg00729269,-0.0131699,0.058675344,NRTK3
cg25626427,-0.008833013,0.064557624,NRTK3
cg06206801,-0.009895506,0.068059429,NRTK3
cg06088188,-4.49734e-4,0.068491717,NRTK3
cg02650017,0.039581592,0.068960708,NRTK3
cg12980917,-0.007608225,0.074010383,NRTK3
cg02063203,-2.71388e-4,0.074333619,NRTK3
cg05050884,0.002071552,0.074416747,NRTK3
cg18281439,-0.015249102,0.086683914,NRTK3
cg03747309,-0.017314299,0.089548868,NRTK3
cg26922444,-6.8177e-4,0.101656281,NRTK3
cg01078197,-0.001376491,0.117585483,NRTK3
cg01440105,-1.57e-5,0.125433958,NRTK3
cg03725309,0.033647465,0.134930135,NRTK3
cg03069282,-0.003965807,0.193663022,NRTK3
cg05540716,-0.006264564,0.216466548,NRTK3
cg23677291,8.59149e-4,0.224070963,NRTK3
cg06192883,-0.054534288,0.230685449,NRTK3
cg26559804,0.009454418,0.252277116,NRTK3
cg08822075,0.001107441,0.261660619,NRTK3
cg10096893,-0.005882953,0.267101381,NRTK3
cg26312951,0.032575386,0.275951189,NRTK3
cg03418876,-0.006618978,0.289998257,NRTK3
cg17822325,-0.017996781,0.29957116,NRTK3
cg20217649,0.021086348,0.339925302,NRTK3
cg08685733,0.011546816,0.345815883,NRTK3
cg17279365,-4.57793e-4,0.350636912,NRTK3
cg14145338,-0.008281585,0.353944707,NRTK3
cg09919392,0.018287813,0.376082031,NRTK3
cg00681003,7.3872e-4,0.379978885,NRTK3
cg19122206,0.009648347,0.38130275,NRTK3
cg01320298,0.001552055,0.426505437,NRTK3
cg01422467,0.007836022,0.426917236,NRTK3
cg09876440,0.006211714,0.431265251,NRTK3
cg13074055,0.006606483,0.432064396,NRTK3
cg07326071,0.002115466,0.453789378,NRTK3
cg00920572,-9.31797e-4,0.473443294,NRTK3
cg00094412,0.011178733,0.477350873,NRTK3
cg03450842,0.005892747,0.483585085,NRTK3
cg14476101,0.014042707,0.506141446,NRTK3
cg02904344,0.01858123,0.518939368,NRTK3
cg19254163,0.034647438,0.54844223,NRTK3
cg21543270,-7.1734e-4,0.549466634,NRTK3
cg01736243,-0.005676859,0.550873887,NRTK3
cg21566642,0.035389893,0.555344532,NRTK3
cg03636183,0.017686794,0.555896517,NRTK3
cg22521263,0.010335284,0.582516035,NRTK3
cg07236562,-0.003839877,0.609355653,NRTK3
cg14192029,-0.003027467,0.612210958,NRTK3
cg10577241,-0.010081053,0.62427303,NRTK3
cg17501210,5.98e-5,0.631210325,NRTK3
cg27113548,0.005332794,0.631432325,NRTK3
cg21703988,-0.009367427,0.63664413,NRTK3
cg14583103,0.002241968,0.640921572,NRTK3
cg00362322,7.69154e-4,0.649682131,NRTK3
cg05487507,0.002648006,0.677894454,NRTK3
cg06857921,0.006922968,0.687789398,NRTK3
cg24233679,-0.017707203,0.688473352,NRTK3
cg24861859,0.001008456,0.689794899,NRTK3
cg04579183,5.52282e-4,0.692694897,NRTK3
cg02930687,0.001650812,0.701367476,NRTK3
cg07203362,-0.00395159,0.702462709,NRTK3
cg04473095,-0.003937755,0.712250068,NRTK3
cg23376861,-0.011184024,0.715337248,NRTK3
cg26811927,-9.73269e-4,0.726251956,NRTK3
cg23741583,0.006642289,0.741361805,NRTK3
cg08658287,-0.015583918,0.749335218,NRTK3
cg26708781,0.018477793,0.751163529,NRTK3
cg16339286,-0.02468092,0.753641935,NRTK3
cg02474625,0.001964979,0.754984876,NRTK3
cg24174996,-0.018320819,0.757761519,NRTK3
cg02535223,0.014119039,0.763083723,NRTK3
cg09825082,0.007545646,0.763233136,NRTK3
cg10555744,-0.003277032,0.76898427,NRTK3
cg11263852,0.001928352,0.770960603,NRTK3
cg20695142,0.024977029,0.77685569,NRTK3
cg02117713,-0.004305748,0.777217181,NRTK3
cg10981962,-0.00500441,0.783043732,NRTK3
cg04717895,0.005672402,0.787223344,NRTK3
cg20687255,-0.002488071,0.794776989,NRTK3
cg11815984,-0.001712253,0.796120559,NRTK3
cg05148385,-0.001090322,0.801485783,NRTK3
cg26908825,0.002743385,0.801521482,NRTK3
cg05536998,0.0064207,0.806119787,NRTK3
cg25727569,6.25519e-4,0.80715728,NRTK3
cg21367783,0.014173325,0.813589307,NRTK3
cg12806681,0.020499807,0.815692717,NRTK3
cg05575921,0.041869001,0.817338706,NRTK3
cg23705108,0.001259766,0.819994573,NRTK3
cg26990681,0.007861559,0.826268277,NRTK3
cg06054589,-0.016855548,0.827382724,NRTK3
cg10967113,-1.45211e-4,0.835098861,NRTK3
cg17600863,0.001884861,0.836158448,NRTK3
cg16043373,0.001271008,0.837267824,NRTK3
cg09275783,5.23475e-4,0.838503334,NRTK3
cg01134643,-0.010192185,0.848115892,NRTK3
cg11944797,0.001380402,0.856264048,NRTK3
cg16210973,-0.011198842,0.85814983,NRTK3
cg08892082,-0.00991261,0.862213511,NRTK3
cg24054774,0.005666482,0.865968193,NRTK3
cg09510246,0.006659519,0.872246746,NRTK3
cg22511877,-7.25752e-4,0.872631522,NRTK3
cg05933116,-0.009003369,0.881856941,NRTK3
cg18809039,-0.00747814,0.916771927,NRTK3
cg00393546,0.016561744,0.927389104,NRTK3
cg16652531,0.004876912,0.932952392,NRTK3
cg26516004,0.00702176,0.940021282,NRTK3
cg21913519,-0.018085649,0.944284369,NRTK3
cg25942789,0.009372622,0.945266977,NRTK3
cg03582827,0.011132872,0.965512117,NRTK3
cg16285203,-0.002545815,0.023692595,NTRK3
cg01579299,0.006038096,0.028625654,NTRK3
cg17568035,0.00137152,0.030141569,NTRK3
cg16981259,-0.006586354,0.031281065,NTRK3
cg06286308,0.010074684,0.03291565,NTRK3
cg15674596,-0.005403528,0.033955694,NTRK3
cg20353496,-0.004121462,0.035112814,NTRK3
cg25746226,4.18862e-4,0.038861808,NTRK3
cg03053687,0.002273797,0.042935293,NTRK3
cg24791575,0.041696067,0.043212741,NTRK3
cg08669718,-0.005867307,0.044650625,NTRK3
cg08864245,0.008899861,0.046136847,NTRK3
cg18439734,0.005418807,0.058404018,NTRK3
cg02227919,0.015369059,0.066523562,NTRK3
cg27143370,-0.022210515,0.072754324,NTRK3
cg03785303,-0.008288555,0.084918574,NTRK3
cg01308151,-0.016136508,0.086068201,NTRK3
cg24472477,0.021650525,0.086103224,NTRK3
cg09917562,-0.002896198,0.088638983,NTRK3
cg03578473,0.002980152,0.088995991,NTRK3
cg12741420,-0.019384093,0.095687739,NTRK3
cg04892836,-0.006775309,0.117122552,NTRK3
cg24940576,-0.008124551,0.133290221,NTRK3
cg06512849,-0.009593395,0.133311123,NTRK3
cg18495563,0.014843829,0.146863916,NTRK3
cg16899442,-2.08571e-4,0.160373625,NTRK3
cg10636246,0.008888058,0.180374173,NTRK3
cg18376497,0.007852285,0.19389088,NTRK3
cg10919522,0.021204671,0.194573256,NTRK3
cg25914921,-4.2028e-4,0.202860632,NTRK3
cg11115427,0.002661631,0.210540283,NTRK3
cg09421111,-0.001249799,0.214247527,NTRK3
cg03639917,0.003836167,0.224196731,NTRK3
cg00758881,-0.012030215,0.23872018,NTRK3
cg00678361,-0.015914503,0.248435107,NTRK3
cg18585314,0.012895033,0.265013203,NTRK3
cg11020853,-0.012356906,0.26772951,NTRK3
cg19585100,-0.011870523,0.326069387,NTRK3
cg19734370,-0.011216266,0.373603858,NTRK3
cg04885881,0.005197145,0.37476101,NTRK3
cg05177590,0.040596066,0.410170986,NTRK3
cg24932585,-0.047215037,0.411071324,NTRK3
cg03660096,0.006280553,0.434506314,NTRK3
cg22998028,-0.008994939,0.461908977,NTRK3
cg00978427,0.00440252,0.468157405,NTRK3
cg14270302,-0.020961046,0.471388388,NTRK3
cg25540032,-0.039161259,0.472045782,NTRK3
cg19405177,0.004920276,0.492361467,NTRK3
cg22534374,2.94e-5,0.496652843,NTRK3
cg00596207,1.64512e-4,0,NTRK3
cg05232133,0.027826416,0,NTRK3
cg12214032,-0.001554679,0,NTRK3
cg13462890,-0.017040994,0,NTRK3
cg13661397,0.005582947,0,NTRK3
cg19233761,-0.002701742,0,NTRK3
cg20036162,-0.03612818,0,NTRK3
cg23283288,7.51006e-4,0,NTRK3
cg23530473,0.013668067,0,NTRK3
cg12073833,0.005173702,0.503500941,NTRK3
cg14476101,0.018998289,0.506141446,NTRK3
cg00022024,0.002102596,0.514070443,NTRK3
cg08002427,-0.016993528,0.515523087,NTRK3
cg00145732,0.002392197,0.521074571,NTRK3
cg23923934,0.018609521,0.527527813,NTRK3
cg21566642,0.014028928,0.555344532,NTRK3
cg03636183,0.020857205,0.555896517,NTRK3
cg09128529,-0.005327136,0.558379652,NTRK3
cg16342298,-0.008877058,0.561975257,NTRK3
cg15234845,-0.004730885,0.576962053,NTRK3
cg04003990,0.001748351,0.578644151,NTRK3
cg27058052,-0.010052089,0.584815617,NTRK3
cg07846874,-0.00807763,0.608292905,NTRK3
cg10669129,0.015286902,0.625927527,NTRK3
cg01205267,0.010396038,0.62780796,NTRK3
cg17346650,0.020015097,0.62793448,NTRK3
cg19905213,-0.001573131,0.630263174,NTRK3
cg27123522,0.011885101,0.630632537,NTRK3
cg17501210,0.020280352,0.631210325,NTRK3
cg20349598,0.015909406,0.63385861,NTRK3
cg00501711,-0.002985614,0.637716973,NTRK3
cg17853642,0.001704025,0.639495407,NTRK3
cg00532122,-3.98118e-4,0.64027742,NTRK3
cg20660350,-0.010179348,0.655573977,NTRK3
cg27048432,0.009087208,0.657573737,NTRK3
cg02165692,0.025486279,0.659486929,NTRK3
cg13945667,0.005186002,0.686494881,NTRK3
cg14011070,-0.009082166,0.689286275,NTRK3
cg04094193,-0.005192657,0.695589061,NTRK3
cg05308979,-0.008489126,0.719240622,NTRK3
cg23542533,0.034070187,0.733710619,NTRK3
cg06690548,0.01254728,0.74974841,NTRK3
cg22995042,0.008597213,0.749858247,NTRK3
cg27165033,-0.006369374,0.752649444,NTRK3
cg15001618,-0.002745214,0.756436526,NTRK3
cg26659797,0.016687798,0.76375138,NTRK3
cg27512868,-0.001859597,0.787258002,NTRK3
cg13684115,-0.002965725,0.791401626,NTRK3
cg00685614,0.009401283,0.798705608,NTRK3
cg07916022,0.00100465,0.799137522,NTRK3
cg04086087,-0.00597649,0.799210668,NTRK3
cg05645440,-0.002499009,0.802436786,NTRK3
cg06294591,-0.004846756,0.810241374,NTRK3
cg05575921,0.02788778,0.817338706,NTRK3
cg17495627,0.006408171,0.821248467,NTRK3
cg09545894,-0.007920544,0.83409316,NTRK3
cg08386867,0.010719146,0.838176222,NTRK3
cg01242677,-0.004961614,0.853428203,NTRK3
cg13154908,0.022401179,0.854218712,NTRK3
cg06233738,0.00997496,0.864647261,NTRK3
cg05593726,0.008920578,0.8666117,NTRK3
cg00372132,0.012555445,0.868039138,NTRK3
cg21811911,-0.01475744,0.87322339,NTRK3
cg19342102,0.001950799,0.87438607,NTRK3
cg00251270,-0.020557629,0.878091507,NTRK3
cg06547557,0.002150792,0.879855134,NTRK3
cg17502527,0.00121801,0.880358472,NTRK3
cg16541869,0.00687748,0.892747215,NTRK3
cg25934673,-0.003873975,0.911292535,NTRK3
cg23609571,0.007224351,0.025714548,OSM
cg13677111,0.008629635,0.028051707,OSM
cg07091392,0.014333241,0.028900621,OSM
cg09882128,0.001350076,0.029103373,OSM
cg17913259,5.6171e-4,0.029838933,OSM
cg09809720,0.009829156,0.031005998,OSM
cg25323809,7.00305e-4,0.031706202,OSM
cg04945388,0.005249214,0.032011337,OSM
cg20415170,0.006835704,0.033047674,OSM
cg01163842,0.002106534,0.033640385,OSM
cg10311104,0.00900379,0.033815029,OSM
cg09590193,0.002300126,0.037777169,OSM
cg02475834,-0.005482548,0.037887789,OSM
cg25359292,0.00194718,0.039672349,OSM
cg24880387,6.92498e-4,0.03970386,OSM
cg27431247,0.001402753,0.042812183,OSM
cg21615127,0.00620025,0.044319215,OSM
cg09248345,0.002901451,0.05006971,OSM
cg04996523,-0.001646483,0.05260772,OSM
cg13009662,3.02481e-4,0.054808489,OSM
cg17735983,0.022379203,0.059127055,OSM
cg14838086,0.002519724,0.060838105,OSM
cg02816363,0.002790879,0.064785773,OSM
cg00324161,0.002885592,0.079649771,OSM
cg16330247,0.003241111,0.079705565,OSM
cg10518543,-0.004586744,0.086824062,OSM
cg07924892,-3.21685e-4,0.090887277,OSM
cg09163035,-0.005824496,0.097353395,OSM
cg16254746,0.001560789,0.097450845,OSM
cg10045909,-0.013451987,0.114779977,OSM
cg13752933,-0.004496663,0.123219114,OSM
cg04366687,0.005926315,0.14183496,OSM
cg06572849,0.011512847,0.142045161,OSM
cg09123368,0.012888283,0.144167856,OSM
cg15164708,0.001907628,0.208049557,OSM
cg18384460,-0.002766776,0.209751353,OSM
cg01556246,2.6752e-4,0.220671372,OSM
cg06405206,0.018971317,0.22453881,OSM
cg24254206,-0.002312886,0.228403996,OSM
cg18748374,0.012344319,0.273457731,OSM
cg24921943,-0.010119602,0.274364548,OSM
cg20419542,0.01067129,0.282887333,OSM
cg16434190,-0.016676793,0.285501634,OSM
cg03411579,0.035071306,0.315095441,OSM
cg16822174,-0.002356248,0.32248795,OSM
